30.548,270.38
30.548,270.50
30.607,273.78
30.628,273.89
30.629,274.01
30.630,274.13
30.632,274.25
30.632,274.37
30.632,274.49
30.632,274.61
30.632,274.73
30.634,277.33
30.636,277.51
30.638,277.63
30.639,277.76
30.643,277.88
30.643,278.00
30.643,278.12
30.643,278.24
30.645,279.46
30.647,279.58
30.648,279.71
30.652,279.83
30.653,279.95
30.655,280.07
30.658,280.19
30.659,280.32
30.663,280.44
30.664,280.56
30.664,280.68
30.667,280.80
30.671,280.93
30.672,281.05
30.675,281.17
30.675,281.29
30.677,281.48
30.680,281.60
30.680,281.72
30.683,281.84
30.684,281.96
30.687,282.09
30.691,282.21
30.740,282.33
30.741,282.45
30.742,282.58
30.742,282.70
30.743,282.82
30.745,282.94
30.751,283.07
30.753,283.19
30.753,283.31
30.753,283.43
30.753,283.56
30.753,283.68
30.755,286.22
30.759,286.34
30.762,286.47
30.762,286.59
30.763,286.71
30.832,286.84
30.834,286.96
30.834,287.09
30.834,287.21
30.834,287.34
30.839,287.52
30.841,287.65
30.841,287.71
30.841,287.84
30.841,287.96
30.846,291.78
30.850,291.90
30.851,292.03
30.851,292.15
30.853,292.28
30.854,292.40
30.857,292.53
30.925,292.65
30.925,292.78
30.925,292.90
30.934,293.03
30.937,293.15
30.937,293.28
30.937,293.40
30.937,293.53
30.937,293.65
31.014,296.98
31.014,297.11
31.015,297.23
31.017,297.36
31.017,297.49
31.017,297.62
31.017,297.75
31.017,297.87
31.018,302.80
31.019,302.93
31.020,303.06
31.024,303.19
31.028,303.32
31.028,303.44
31.031,303.57
31.031,303.70
31.033,303.83
31.034,303.96
31.039,304.09
31.041,304.21
31.041,304.34
31.043,304.47
31.044,304.60
31.046,304.79
31.050,304.92
31.051,305.05
31.055,305.18
31.056,305.31
31.058,305.44
31.060,305.57
31.064,305.70
31.064,305.83
31.065,305.96
31.068,306.09
31.069,306.22
31.073,306.35
31.074,306.48
31.078,306.61
31.078,306.74
31.080,306.87
31.082,307.00
31.083,307.13
31.086,307.26
31.090,307.39
31.090,307.52
31.093,307.65
31.107,307.78
31.108,307.91
31.109,308.04
31.123,308.16
31.125,308.29
31.139,308.42
31.141,308.55
31.141,308.68
31.141,308.81
31.141,308.94
31.159,310.18
31.160,310.31
31.161,310.44
31.163,310.57
31.163,310.70
31.163,310.83
31.163,310.96
31.163,311.09
31.165,312.39
31.167,312.52
31.168,312.66
31.171,312.79
31.174,312.92
31.174,313.05
31.175,313.18
31.178,313.31
31.180,313.44
31.183,313.57
31.185,313.70
31.188,313.83
31.189,313.96
31.191,314.09
31.193,314.23
31.193,314.36
31.199,314.49
31.199,314.62
31.200,314.75
31.204,314.88
31.206,315.01
31.207,315.14
31.213,315.27
31.215,315.40
31.215,315.53
31.216,315.66
31.218,315.79
31.221,315.92
31.223,316.05
31.223,316.19
31.225,316.32
31.228,316.51
31.229,316.65
31.232,316.78
31.234,316.91
31.236,317.04
31.236,317.17
31.239,317.31
31.240,317.44
31.243,317.57
31.245,317.70
31.247,317.84
31.250,317.97
31.251,318.10
31.255,318.23
31.258,318.37
31.259,318.50
31.261,318.63
31.263,318.76
31.263,318.90
31.267,319.03
31.268,319.16
31.270,319.29
31.272,319.42
31.275,319.56
31.278,319.69
31.279,319.82
31.279,319.95
31.282,320.08
31.283,320.22
31.286,320.35
31.290,320.48
31.292,320.61
31.293,320.75
31.294,320.88
31.297,321.01
31.299,321.21
31.300,321.34
31.303,321.47
31.307,321.61
31.307,321.74
31.308,321.87
31.310,322.00
31.312,322.14
31.314,322.27
31.318,322.40
31.319,322.54
31.319,322.67
31.323,322.80
31.323,322.93
31.328,323.07
31.328,323.20
31.332,323.33
31.333,323.47
31.335,323.60
31.338,323.73
31.340,323.87
31.341,324.00
31.353,324.13
31.354,324.27
31.354,324.40
31.354,324.53
31.355,324.67
31.358,324.80
31.359,324.93
31.360,325.07
31.364,325.20
31.366,325.33
31.366,325.47
31.366,325.60
31.368,325.73
31.369,325.87
31.371,326.07
31.375,326.20
31.375,326.34
31.376,326.47
31.379,326.61
31.380,326.74
31.383,326.87
31.388,327.01
31.389,327.14
31.390,327.28
31.393,327.41
31.393,327.55
31.396,327.68
31.398,327.82
31.398,327.96
31.405,328.09
31.405,328.22
31.407,328.36
31.408,328.49
31.411,328.63
31.412,328.76
31.415,328.90
31.415,329.03
31.417,329.17
31.419,329.30
31.443,329.44
31.444,329.57
31.447,329.71
31.448,329.84
31.519,329.97
31.519,330.11
31.519,330.24
31.519,330.37
31.519,330.51
31.522,331.52
31.522,331.66
31.524,331.79
31.636,331.93
31.700,332.06
31.700,332.20
31.700,332.34
31.700,332.47
31.700,332.61
31.700,344.54
31.703,344.68
31.703,344.81
31.709,344.95
31.710,345.09
31.710,345.23
31.710,345.37
31.710,345.51
31.712,349.66
31.718,349.80
31.718,349.94
31.786,350.08
31.787,350.23
31.789,350.37
31.789,350.51
31.792,350.66
31.792,350.80
31.796,350.95
31.798,351.09
31.798,351.23
31.798,351.38
31.798,351.52
31.802,356.02
31.805,356.16
31.807,356.38
31.807,356.53
31.874,356.67
31.874,356.82
31.874,356.96
31.875,357.11
31.876,357.25
31.882,357.40
31.883,357.55
31.883,357.69
31.883,357.84
31.883,357.99
31.883,358.13
